what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344303397776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344303411110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344303413739
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1344303413780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344303414284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344303414340
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344303421432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344303423531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344303499776
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1344303503621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344303506065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344332814429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344332818370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344332820439
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344332820795
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1344332821667
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1344332821721
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1344332821721
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1344332821735
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1344332821735
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1344332821758
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1344332821759
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1344332821759
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,20.0.2.v201207191942-407447,"overlay.com.android.ide.eclipse.adt.overlay",1344332821759
stopped,bundle,com.android.ide.eclipse.adt,20.0.2.v201207191942-407447,"com.android.ide.eclipse.adt",1344332821759
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1344332821824
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1344332821825
