what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628457818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628459091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628461117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628463211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628470674
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344628470682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628478478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628544565
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344628549506
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344628553784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628555531
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1344628581543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628581679
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344628581687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628587379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628654414
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344628659951
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344628665532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628668672
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1344628689567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628689715
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344628689722
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628715732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628930064
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344628933597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628936243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628941951
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344628945659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628955491
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1344628966454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628966591
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344628966598
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344628972807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344629131032
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344629135609
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344629146054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344629149541
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1344629172225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344629172405
