what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344110821719
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1344110825982
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1344110833401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344110845485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344110849688
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344110857577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344110878009
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344110891006
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344110895062
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1344110905693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344110911875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344110918607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344110928634
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344110932506
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344110935168
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344110937460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344110946504
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344110948137
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344110952094
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1344110961184
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344110964655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344110970032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344110988022
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344111000031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344111008315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344111022716
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344111024377
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344111028760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344111040471
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1344111044769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344111044939
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344111044949
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1344111051939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344111060260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344111654192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344112041778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344112084745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344112086248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344112235317
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344112239828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1344112242517
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344112250993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344112256238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344112265240
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1344112269843
