what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344968395290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344968430970
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344968461837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344968680479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344968682074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344968744556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344968751404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344968758588
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1344968758621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344968759211
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1344968759284
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1344968759596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344968762651
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344968769327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344968771486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344969175014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344969176999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344969549115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344969552823
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344969590045
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344969595817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344969596109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344969596144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344969600522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344970040703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344970042854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344970044178
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344970049311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344970051395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344970174104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344970176180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344970380794
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344970384077
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344970422511
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344970432017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344970493461
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344970497064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344970497349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344970497384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344970534440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972001935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972004601
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1344972050695
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972050823
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344972050830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972081790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972238181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972256247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972258686
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1344972258731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972259166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972260863
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344972266343
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344972273725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972276921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972321852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972324409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972811998
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344972815726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972897720
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1344972900984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972901168
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344972901175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344972983184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344973068220
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344973071652
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344973085335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344973087653
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1344973238837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344973238963
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344973238971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344973243393
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1344973314988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344973315138
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344973315145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344973317630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344973438729
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344973445024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344973445339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344973445384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344973448155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344973531703
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344973535541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344973539599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344974386376
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344974389566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344974393368
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344974404906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344974489447
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344974492240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344974499294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344974519377
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344974523035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344974524957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344976191927
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344976197957
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344976232968
