what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344532501703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344532576596
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344532578475
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344532582287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344532601818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344532610172
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344532612696
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344532623035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344532624581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344532639163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344532659268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344532728142
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344532734000
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1344532748150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1344532748190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344532755929
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344532762846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344532765028
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344532767150
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344532770612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344532775212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344532806881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344532823986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344532884045
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344532884853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1344532913629
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344532915199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344532924332
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344532924832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344532924915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344532924999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344532925084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344532925166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344532925249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344532925333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344532925416
