what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344880207707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344880463753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344880467157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344880549150
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344880551516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344880551800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344880551845
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1344880560045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344880568699
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1344880578973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344880579098
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1344880579109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344880591289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344881567703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344881570026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344881646811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344881655704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344881692444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344881696139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344884457239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344884527051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344884534617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344884543865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344884548518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344884550056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344887475861
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1344887483738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344887484042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344887484873
